sample	celltype1	fastq1	fastq2	patient	sorting	sample_num	sample_plate	plate	Tumor	cell
Mel103	B_cell	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy103_CD45pos_S163_R1_001_924.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy103_CD45pos_S163_R2_001_924.fastq.gz	Mel103	CD45pos	163	1	CD45pos_P1	nonTumor	cy103_CD45pos_S163
Mel103	T_CD4	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy103_CD45pos_S164_R1_001_925.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy103_CD45pos_S164_R2_001_925.fastq.gz	Mel103	CD45pos	164	1	CD45pos_P1	nonTumor	cy103_CD45pos_S164
Mel103	T_CD8	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy103_CD45pos_S165_R1_001_926.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy103_CD45pos_S165_R2_001_926.fastq.gz	Mel103	CD45pos	165	1	CD45pos_P1	nonTumor	cy103_CD45pos_S165
Mel103	B_cell	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy103_CD45pos_S166_R1_001_927.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy103_CD45pos_S166_R2_001_927.fastq.gz	Mel103	CD45pos	166	1	CD45pos_P1	nonTumor	cy103_CD45pos_S166
Mel103	B_cell	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy103_CD45pos_S167_R1_001_928.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy103_CD45pos_S167_R2_001_928.fastq.gz	Mel103	CD45pos	167	1	CD45pos_P1	nonTumor	cy103_CD45pos_S167
Mel103	B_cell	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy103_CD45pos_S168_R1_001_929.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy103_CD45pos_S168_R2_001_929.fastq.gz	Mel103	CD45pos	168	1	CD45pos_P1	nonTumor	cy103_CD45pos_S168
Mel103	B_cell	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy103_CD45pos_S170_R1_001_930.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy103_CD45pos_S170_R2_001_930.fastq.gz	Mel103	CD45pos	170	1	CD45pos_P1	nonTumor	cy103_CD45pos_S170
Mel103	T_CD8	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy103_CD45pos_S172_R1_001_931.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy103_CD45pos_S172_R2_001_931.fastq.gz	Mel103	CD45pos	172	1	CD45pos_P1	nonTumor	cy103_CD45pos_S172
Mel103	T_CD8	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy103_CD45pos_S173_R1_001_932.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy103_CD45pos_S173_R2_001_932.fastq.gz	Mel103	CD45pos	173	1	CD45pos_P1	nonTumor	cy103_CD45pos_S173
Mel103	T_CD8	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy103_CD45pos_S175_R1_001_933.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy103_CD45pos_S175_R2_001_933.fastq.gz	Mel103	CD45pos	175	1	CD45pos_P1	nonTumor	cy103_CD45pos_S175
Mel103	T_CD4	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy103_CD45pos_S176_R1_001_934.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy103_CD45pos_S176_R2_001_934.fastq.gz	Mel103	CD45pos	176	1	CD45pos_P1	nonTumor	cy103_CD45pos_S176
Mel103	T_CD8	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy103_CD45pos_S177_R1_001_935.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy103_CD45pos_S177_R2_001_935.fastq.gz	Mel103	CD45pos	177	1	CD45pos_P1	nonTumor	cy103_CD45pos_S177
Mel103	T_CD8	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy103_CD45pos_S178_R1_001_936.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy103_CD45pos_S178_R2_001_936.fastq.gz	Mel103	CD45pos	178	1	CD45pos_P1	nonTumor	cy103_CD45pos_S178
Mel103	T_CD8	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy103_CD45pos_S182_R1_001_937.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy103_CD45pos_S182_R2_001_937.fastq.gz	Mel103	CD45pos	182	1	CD45pos_P1	nonTumor	cy103_CD45pos_S182
Mel103	B_cell	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy103_CD45pos_S183_R1_001_938.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy103_CD45pos_S183_R2_001_938.fastq.gz	Mel103	CD45pos	183	1	CD45pos_P1	nonTumor	cy103_CD45pos_S183
Mel103	T_CD8	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy103_CD45pos_S184_R1_001_939.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy103_CD45pos_S184_R2_001_939.fastq.gz	Mel103	CD45pos	184	1	CD45pos_P1	nonTumor	cy103_CD45pos_S184
Mel103	T_CD8	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy103_CD45pos_S185_R1_001_940.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy103_CD45pos_S185_R2_001_940.fastq.gz	Mel103	CD45pos	185	1	CD45pos_P1	nonTumor	cy103_CD45pos_S185
Mel103	B_cell	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy103_CD45pos_S186_R1_001_941.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy103_CD45pos_S186_R2_001_941.fastq.gz	Mel103	CD45pos	186	1	CD45pos_P1	nonTumor	cy103_CD45pos_S186
Mel103	Macrophage	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy103_CD45pos_S187_R1_001_942.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy103_CD45pos_S187_R2_001_942.fastq.gz	Mel103	CD45pos	187	1	CD45pos_P1	nonTumor	cy103_CD45pos_S187
Mel103	B_cell	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy103_CD45pos_S188_R1_001_943.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy103_CD45pos_S188_R2_001_943.fastq.gz	Mel103	CD45pos	188	1	CD45pos_P1	nonTumor	cy103_CD45pos_S188
Mel103	B_cell	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy103_CD45pos_S189_R1_001_944.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy103_CD45pos_S189_R2_001_944.fastq.gz	Mel103	CD45pos	189	1	CD45pos_P1	nonTumor	cy103_CD45pos_S189
Mel103	T_CD8	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy103_CD45pos_S190_R1_001_945.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy103_CD45pos_S190_R2_001_945.fastq.gz	Mel103	CD45pos	190	1	CD45pos_P1	nonTumor	cy103_CD45pos_S190
Mel103	B_cell	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy103_CD45pos_S191_R1_001_946.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy103_CD45pos_S191_R2_001_946.fastq.gz	Mel103	CD45pos	191	1	CD45pos_P1	nonTumor	cy103_CD45pos_S191
Mel103	B_cell	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy103_CD45pos_S193_R1_001_1947.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy103_CD45pos_S193_R2_001_1947.fastq.gz	Mel103	CD45pos	193	2	CD45pos_P2	nonTumor	cy103_CD45pos_S193
Mel103	T_CD8	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy103_CD45pos_S194_R1_001_1948.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy103_CD45pos_S194_R2_001_1948.fastq.gz	Mel103	CD45pos	194	2	CD45pos_P2	nonTumor	cy103_CD45pos_S194
Mel103	Macrophage	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy103_CD45pos_S195_R1_001_1949.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy103_CD45pos_S195_R2_001_1949.fastq.gz	Mel103	CD45pos	195	2	CD45pos_P2	nonTumor	cy103_CD45pos_S195
Mel103	T_CD8	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy103_CD45pos_S196_R1_001_1950.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy103_CD45pos_S196_R2_001_1950.fastq.gz	Mel103	CD45pos	196	2	CD45pos_P2	nonTumor	cy103_CD45pos_S196
Mel103	B_cell	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy103_CD45pos_S197_R1_001_1951.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy103_CD45pos_S197_R2_001_1951.fastq.gz	Mel103	CD45pos	197	2	CD45pos_P2	nonTumor	cy103_CD45pos_S197
Mel103	B_cell	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy103_CD45pos_S198_R1_001_1952.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy103_CD45pos_S198_R2_001_1952.fastq.gz	Mel103	CD45pos	198	2	CD45pos_P2	nonTumor	cy103_CD45pos_S198
Mel103	B_cell	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy103_CD45pos_S199_R1_001_1953.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy103_CD45pos_S199_R2_001_1953.fastq.gz	Mel103	CD45pos	199	2	CD45pos_P2	nonTumor	cy103_CD45pos_S199
Mel103	B_cell	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy103_CD45pos_S200_R1_001_1954.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy103_CD45pos_S200_R2_001_1954.fastq.gz	Mel103	CD45pos	200	2	CD45pos_P2	nonTumor	cy103_CD45pos_S200
Mel103	B_cell	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy103_CD45pos_S201_R1_001_1955.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy103_CD45pos_S201_R2_001_1955.fastq.gz	Mel103	CD45pos	201	2	CD45pos_P2	nonTumor	cy103_CD45pos_S201
Mel103	T_CD8	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy103_CD45pos_S203_R1_001_1956.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy103_CD45pos_S203_R2_001_1956.fastq.gz	Mel103	CD45pos	203	2	CD45pos_P2	nonTumor	cy103_CD45pos_S203
Mel103	B_cell	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy103_CD45pos_S204_R1_001_1957.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy103_CD45pos_S204_R2_001_1957.fastq.gz	Mel103	CD45pos	204	2	CD45pos_P2	nonTumor	cy103_CD45pos_S204
Mel103	B_cell	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy103_CD45pos_S205_R1_001_1958.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy103_CD45pos_S205_R2_001_1958.fastq.gz	Mel103	CD45pos	205	2	CD45pos_P2	nonTumor	cy103_CD45pos_S205
Mel103	B_cell	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy103_CD45pos_S206_R1_001_1959.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy103_CD45pos_S206_R2_001_1959.fastq.gz	Mel103	CD45pos	206	2	CD45pos_P2	nonTumor	cy103_CD45pos_S206
Mel103	B_cell	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy103_CD45pos_S207_R1_001_1960.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy103_CD45pos_S207_R2_001_1960.fastq.gz	Mel103	CD45pos	207	2	CD45pos_P2	nonTumor	cy103_CD45pos_S207
Mel103	T_CD4	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy103_CD45pos_S208_R1_001_1961.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy103_CD45pos_S208_R2_001_1961.fastq.gz	Mel103	CD45pos	208	2	CD45pos_P2	nonTumor	cy103_CD45pos_S208
Mel103	B_cell	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy103_CD45pos_S211_R1_001_1962.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy103_CD45pos_S211_R2_001_1962.fastq.gz	Mel103	CD45pos	211	2	CD45pos_P2	nonTumor	cy103_CD45pos_S211
Mel103	T_CD8	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy103_CD45pos_S212_R1_001_1963.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy103_CD45pos_S212_R2_001_1963.fastq.gz	Mel103	CD45pos	212	2	CD45pos_P2	nonTumor	cy103_CD45pos_S212
Mel103	Macrophage	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy103_CD45pos_S214_R1_001_1964.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy103_CD45pos_S214_R2_001_1964.fastq.gz	Mel103	CD45pos	214	2	CD45pos_P2	nonTumor	cy103_CD45pos_S214
Mel103	T_CD4	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy103_CD45pos_S216_R1_001_1965.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy103_CD45pos_S216_R2_001_1965.fastq.gz	Mel103	CD45pos	216	2	CD45pos_P2	nonTumor	cy103_CD45pos_S216
Mel103	B_cell	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy103_CD45pos_S217_R1_001_1966.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy103_CD45pos_S217_R2_001_1966.fastq.gz	Mel103	CD45pos	217	2	CD45pos_P2	nonTumor	cy103_CD45pos_S217
Mel103	B_cell	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy103_CD45pos_S218_R1_001_1967.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy103_CD45pos_S218_R2_001_1967.fastq.gz	Mel103	CD45pos	218	2	CD45pos_P2	nonTumor	cy103_CD45pos_S218
Mel103	T_CD8	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy103_CD45pos_S219_R1_001_1968.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy103_CD45pos_S219_R2_001_1968.fastq.gz	Mel103	CD45pos	219	2	CD45pos_P2	nonTumor	cy103_CD45pos_S219
Mel103	T_CD8	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy103_CD45pos_S220_R1_001_1969.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy103_CD45pos_S220_R2_001_1969.fastq.gz	Mel103	CD45pos	220	2	CD45pos_P2	nonTumor	cy103_CD45pos_S220
Mel103	B_cell	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy103_CD45pos_S221_R1_001_1970.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy103_CD45pos_S221_R2_001_1970.fastq.gz	Mel103	CD45pos	221	2	CD45pos_P2	nonTumor	cy103_CD45pos_S221
Mel103	T_CD4	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy103_CD45pos_S222_R1_001_1971.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy103_CD45pos_S222_R2_001_1971.fastq.gz	Mel103	CD45pos	222	2	CD45pos_P2	nonTumor	cy103_CD45pos_S222
Mel103	B_cell	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy103_CD45pos_S223_R1_001_1972.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy103_CD45pos_S223_R2_001_1972.fastq.gz	Mel103	CD45pos	223	2	CD45pos_P2	nonTumor	cy103_CD45pos_S223
Mel103	B_cell	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy103_CD45pos_S224_R1_001_1973.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy103_CD45pos_S224_R2_001_1973.fastq.gz	Mel103	CD45pos	224	2	CD45pos_P2	nonTumor	cy103_CD45pos_S224
Mel103	B_cell	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy103_CD45pos_S225_R1_001_1974.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy103_CD45pos_S225_R2_001_1974.fastq.gz	Mel103	CD45pos	225	2	CD45pos_P2	nonTumor	cy103_CD45pos_S225
Mel103	T_CD8	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy103_CD45pos_S226_R1_001_1975.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy103_CD45pos_S226_R2_001_1975.fastq.gz	Mel103	CD45pos	226	2	CD45pos_P2	nonTumor	cy103_CD45pos_S226
Mel103	T_CD8	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy103_CD45pos_S227_R1_001_1976.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy103_CD45pos_S227_R2_001_1976.fastq.gz	Mel103	CD45pos	227	2	CD45pos_P2	nonTumor	cy103_CD45pos_S227
Mel103	T_CD8	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy103_CD45pos_S228_R1_001_1977.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy103_CD45pos_S228_R2_001_1977.fastq.gz	Mel103	CD45pos	228	2	CD45pos_P2	nonTumor	cy103_CD45pos_S228
Mel103	T_CD4	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy103_CD45pos_S229_R1_001_1978.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy103_CD45pos_S229_R2_001_1978.fastq.gz	Mel103	CD45pos	229	2	CD45pos_P2	nonTumor	cy103_CD45pos_S229
Mel103	B_cell	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy103_CD45pos_S230_R1_001_1979.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy103_CD45pos_S230_R2_001_1979.fastq.gz	Mel103	CD45pos	230	2	CD45pos_P2	nonTumor	cy103_CD45pos_S230
Mel103	B_cell	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy103_CD45pos_S231_R1_001_1980.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy103_CD45pos_S231_R2_001_1980.fastq.gz	Mel103	CD45pos	231	2	CD45pos_P2	nonTumor	cy103_CD45pos_S231
Mel103	T_CD8	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy103_CD45pos_S232_R1_001_1981.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy103_CD45pos_S232_R2_001_1981.fastq.gz	Mel103	CD45pos	232	2	CD45pos_P2	nonTumor	cy103_CD45pos_S232
Mel103	B_cell	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy103_CD45pos_S233_R1_001_1982.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy103_CD45pos_S233_R2_001_1982.fastq.gz	Mel103	CD45pos	233	2	CD45pos_P2	nonTumor	cy103_CD45pos_S233
Mel103	B_cell	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy103_CD45pos_S234_R1_001_1983.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy103_CD45pos_S234_R2_001_1983.fastq.gz	Mel103	CD45pos	234	2	CD45pos_P2	nonTumor	cy103_CD45pos_S234
Mel103	B_cell	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy103_CD45pos_S236_R1_001_1984.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy103_CD45pos_S236_R2_001_1984.fastq.gz	Mel103	CD45pos	236	2	CD45pos_P2	nonTumor	cy103_CD45pos_S236
Mel103	T_CD4	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy103_CD45pos_S237_R1_001_1985.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy103_CD45pos_S237_R2_001_1985.fastq.gz	Mel103	CD45pos	237	2	CD45pos_P2	nonTumor	cy103_CD45pos_S237
Mel103	T_CD8	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy103_CD45pos_S238_R1_001_1986.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy103_CD45pos_S238_R2_001_1986.fastq.gz	Mel103	CD45pos	238	2	CD45pos_P2	nonTumor	cy103_CD45pos_S238
Mel103	B_cell	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy103_CD45pos_S239_R1_001_1987.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy103_CD45pos_S239_R2_001_1987.fastq.gz	Mel103	CD45pos	239	2	CD45pos_P2	nonTumor	cy103_CD45pos_S239
Mel103	Macrophage	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy103_CD45pos_S240_R1_001_1988.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy103_CD45pos_S240_R2_001_1988.fastq.gz	Mel103	CD45pos	240	2	CD45pos_P2	nonTumor	cy103_CD45pos_S240
Mel103	Macrophage	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy103_CD45pos_S241_R1_001_1989.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy103_CD45pos_S241_R2_001_1989.fastq.gz	Mel103	CD45pos	241	2	CD45pos_P2	nonTumor	cy103_CD45pos_S241
Mel103	Macrophage	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy103_CD45pos_S242_R1_001_1990.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy103_CD45pos_S242_R2_001_1990.fastq.gz	Mel103	CD45pos	242	2	CD45pos_P2	nonTumor	cy103_CD45pos_S242
Mel103	T_CD8	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy103_CD45pos_S243_R1_001_1991.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy103_CD45pos_S243_R2_001_1991.fastq.gz	Mel103	CD45pos	243	2	CD45pos_P2	nonTumor	cy103_CD45pos_S243
Mel103	Macrophage	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy103_CD45pos_S244_R1_001_1992.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy103_CD45pos_S244_R2_001_1992.fastq.gz	Mel103	CD45pos	244	2	CD45pos_P2	nonTumor	cy103_CD45pos_S244
Mel103	T_CD4	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy103_CD45pos_S245_R1_001_1993.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy103_CD45pos_S245_R2_001_1993.fastq.gz	Mel103	CD45pos	245	2	CD45pos_P2	nonTumor	cy103_CD45pos_S245
Mel103	B_cell	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy103_CD45pos_S246_R1_001_1994.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy103_CD45pos_S246_R2_001_1994.fastq.gz	Mel103	CD45pos	246	2	CD45pos_P2	nonTumor	cy103_CD45pos_S246
Mel103	B_cell	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy103_CD45pos_S247_R1_001_1995.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy103_CD45pos_S247_R2_001_1995.fastq.gz	Mel103	CD45pos	247	2	CD45pos_P2	nonTumor	cy103_CD45pos_S247
Mel103	T_CD4	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy103_CD45pos_S248_R1_001_1996.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy103_CD45pos_S248_R2_001_1996.fastq.gz	Mel103	CD45pos	248	2	CD45pos_P2	nonTumor	cy103_CD45pos_S248
Mel103	T_CD8	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy103_CD45pos_S249_R1_001_1997.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy103_CD45pos_S249_R2_001_1997.fastq.gz	Mel103	CD45pos	249	2	CD45pos_P2	nonTumor	cy103_CD45pos_S249
Mel103	B_cell	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy103_CD45pos_S250_R1_001_1998.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy103_CD45pos_S250_R2_001_1998.fastq.gz	Mel103	CD45pos	250	2	CD45pos_P2	nonTumor	cy103_CD45pos_S250
Mel103	B_cell	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy103_CD45pos_S251_R1_001_1999.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy103_CD45pos_S251_R2_001_1999.fastq.gz	Mel103	CD45pos	251	2	CD45pos_P2	nonTumor	cy103_CD45pos_S251
