sample	fastq1	fastq2	patient	malignant	celltype	sample_num	sample_batch
cy74_CD45_pos_G06_S750	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy74-CD45-pos-G06-S750-comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy74-CD45-pos-G06-S750-comb_R2_001.fastq.gz	Melanoma_74	nonmalignant	Tcell	750	7
cy74_CD45_pos_G07_S751	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy74-CD45-pos-G07-S751-comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy74-CD45-pos-G07-S751-comb_R2_001.fastq.gz	Melanoma_74	nonmalignant	Tcell	751	7
cy74_CD45_pos_G08_S752	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy74-CD45-pos-G08-S752-comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy74-CD45-pos-G08-S752-comb_R2_001.fastq.gz	Melanoma_74	nonmalignant	Tcell	752	7
cy74_CD45_pos_G09_S753	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy74-CD45-pos-G09-S753-comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy74-CD45-pos-G09-S753-comb_R2_001.fastq.gz	Melanoma_74	nonmalignant	Tcell	753	7
cy74_CD45_pos_G10_S754	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy74-CD45-pos-G10-S754-comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy74-CD45-pos-G10-S754-comb_R2_001.fastq.gz	Melanoma_74	nonmalignant	Macrophage	754	7
cy74_CD45_pos_G11_S755	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy74-CD45-pos-G11-S755-comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy74-CD45-pos-G11-S755-comb_R2_001.fastq.gz	Melanoma_74	nonmalignant	Tcell	755	7
cy74_CD45_pos_G12_S756	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy74-CD45-pos-G12-S756-comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy74-CD45-pos-G12-S756-comb_R2_001.fastq.gz	Melanoma_74	nonmalignant	Bcell	756	7
cy74_CD45_pos_H05_S761	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy74-CD45-pos-H05-S761-comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy74-CD45-pos-H05-S761-comb_R2_001.fastq.gz	Melanoma_74	nonmalignant	Tcell	761	7
Cy74_CD45_A02_S386	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy74_CD45_A02_S386_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy74_CD45_A02_S386_comb_R2_001.fastq.gz	Melanoma_74	nonmalignant	unknown	386	4
Cy74_CD45_A03_S387	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy74_CD45_A03_S387_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy74_CD45_A03_S387_comb_R2_001.fastq.gz	Melanoma_74	nonmalignant	Tcell	387	4
Cy74_CD45_A04_S388	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy74_CD45_A04_S388_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy74_CD45_A04_S388_comb_R2_001.fastq.gz	Melanoma_74	nonmalignant	Tcell	388	4
Cy74_CD45_A06_S390	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy74_CD45_A06_S390_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy74_CD45_A06_S390_comb_R2_001.fastq.gz	Melanoma_74	nonmalignant	Macrophage	390	4
Cy74_CD45_A08_S392	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy74_CD45_A08_S392_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy74_CD45_A08_S392_comb_R2_001.fastq.gz	Melanoma_74	nonmalignant	Tcell	392	4
Cy74_CD45_A11_S395	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy74_CD45_A11_S395_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy74_CD45_A11_S395_comb_R2_001.fastq.gz	Melanoma_74	nonmalignant	Tcell	395	4
Cy74_CD45_B02_S398	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy74_CD45_B02_S398_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy74_CD45_B02_S398_comb_R2_001.fastq.gz	Melanoma_74	nonmalignant	Bcell	398	4
Cy74_CD45_B03_S399	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy74_CD45_B03_S399_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy74_CD45_B03_S399_comb_R2_001.fastq.gz	Melanoma_74	nonmalignant	Tcell	399	4
Cy74_CD45_B04_S400	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy74_CD45_B04_S400_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy74_CD45_B04_S400_comb_R2_001.fastq.gz	Melanoma_74	nonmalignant	Tcell	400	4
Cy74_CD45_B06_S402	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy74_CD45_B06_S402_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy74_CD45_B06_S402_comb_R2_001.fastq.gz	Melanoma_74	nonmalignant	Tcell	402	4
Cy74_CD45_B08_S404	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy74_CD45_B08_S404_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy74_CD45_B08_S404_comb_R2_001.fastq.gz	Melanoma_74	nonmalignant	Bcell	404	4
Cy74_CD45_B10_S406	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy74_CD45_B10_S406_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy74_CD45_B10_S406_comb_R2_001.fastq.gz	Melanoma_74	nonmalignant	Tcell	406	4
Cy74_CD45_C01_S409	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy74_CD45_C01_S409_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy74_CD45_C01_S409_comb_R2_001.fastq.gz	Melanoma_74	nonmalignant	Tcell	409	4
Cy74_CD45_C02_S410	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy74_CD45_C02_S410_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy74_CD45_C02_S410_comb_R2_001.fastq.gz	Melanoma_74	nonmalignant	Tcell	410	4
Cy74_CD45_C03_S411	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy74_CD45_C03_S411_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy74_CD45_C03_S411_comb_R2_001.fastq.gz	Melanoma_74	nonmalignant	Bcell	411	4
Cy74_CD45_C04_S412	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy74_CD45_C04_S412_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy74_CD45_C04_S412_comb_R2_001.fastq.gz	Melanoma_74	nonmalignant	Tcell	412	4
Cy74_CD45_C06_S414	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy74_CD45_C06_S414_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy74_CD45_C06_S414_comb_R2_001.fastq.gz	Melanoma_74	nonmalignant	Tcell	414	4
Cy74_CD45_C07_S415	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy74_CD45_C07_S415_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy74_CD45_C07_S415_comb_R2_001.fastq.gz	Melanoma_74	nonmalignant	Macrophage	415	4
Cy74_CD45_C08_S416	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy74_CD45_C08_S416_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy74_CD45_C08_S416_comb_R2_001.fastq.gz	Melanoma_74	nonmalignant	Tcell	416	4
Cy74_CD45_C09_S417	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy74_CD45_C09_S417_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy74_CD45_C09_S417_comb_R2_001.fastq.gz	Melanoma_74	nonmalignant	Tcell	417	4
Cy74_CD45_C10_S418	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy74_CD45_C10_S418_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy74_CD45_C10_S418_comb_R2_001.fastq.gz	Melanoma_74	nonmalignant	unknown	418	4
Cy74_CD45_C11_S419	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy74_CD45_C11_S419_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy74_CD45_C11_S419_comb_R2_001.fastq.gz	Melanoma_74	nonmalignant	Tcell	419	4
Cy74_CD45_D01_S421	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy74_CD45_D01_S421_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy74_CD45_D01_S421_comb_R2_001.fastq.gz	Melanoma_74	nonmalignant	Tcell	421	4
Cy74_CD45_D02_S422	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy74_CD45_D02_S422_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy74_CD45_D02_S422_comb_R2_001.fastq.gz	Melanoma_74	nonmalignant	Tcell	422	4
Cy74_CD45_D03_S423	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy74_CD45_D03_S423_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy74_CD45_D03_S423_comb_R2_001.fastq.gz	Melanoma_74	nonmalignant	Tcell	423	4
Cy74_CD45_D04_S424	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy74_CD45_D04_S424_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy74_CD45_D04_S424_comb_R2_001.fastq.gz	Melanoma_74	nonmalignant	Tcell	424	4
Cy74_CD45_D06_S426	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy74_CD45_D06_S426_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy74_CD45_D06_S426_comb_R2_001.fastq.gz	Melanoma_74	nonmalignant	Tcell	426	4
Cy74_CD45_D07_S427	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy74_CD45_D07_S427_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy74_CD45_D07_S427_comb_R2_001.fastq.gz	Melanoma_74	nonmalignant	Tcell	427	4
Cy74_CD45_D08_S428	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy74_CD45_D08_S428_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy74_CD45_D08_S428_comb_R2_001.fastq.gz	Melanoma_74	nonmalignant	Bcell	428	4
Cy74_CD45_D09_S429	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy74_CD45_D09_S429_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy74_CD45_D09_S429_comb_R2_001.fastq.gz	Melanoma_74	nonmalignant	Tcell	429	4
Cy74_CD45_D10_S430	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy74_CD45_D10_S430_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy74_CD45_D10_S430_comb_R2_001.fastq.gz	Melanoma_74	nonmalignant	Tcell	430	4
Cy74_CD45_E01_S433	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy74_CD45_E01_S433_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy74_CD45_E01_S433_comb_R2_001.fastq.gz	Melanoma_74	nonmalignant	Tcell	433	4
Cy74_CD45_E02_S434	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy74_CD45_E02_S434_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy74_CD45_E02_S434_comb_R2_001.fastq.gz	Melanoma_74	nonmalignant	Tcell	434	4
Cy74_CD45_E04_S436	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy74_CD45_E04_S436_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy74_CD45_E04_S436_comb_R2_001.fastq.gz	Melanoma_74	nonmalignant	Tcell	436	4
Cy74_CD45_E06_S438	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy74_CD45_E06_S438_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy74_CD45_E06_S438_comb_R2_001.fastq.gz	Melanoma_74	nonmalignant	unknown	438	4
Cy74_CD45_E07_S439	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy74_CD45_E07_S439_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy74_CD45_E07_S439_comb_R2_001.fastq.gz	Melanoma_74	nonmalignant	Tcell	439	4
Cy74_CD45_E08_S440	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy74_CD45_E08_S440_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy74_CD45_E08_S440_comb_R2_001.fastq.gz	Melanoma_74	nonmalignant	Tcell	440	4
Cy74_CD45_E09_S441	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy74_CD45_E09_S441_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy74_CD45_E09_S441_comb_R2_001.fastq.gz	Melanoma_74	nonmalignant	Tcell	441	4
Cy74_CD45_E10_S442	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy74_CD45_E10_S442_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy74_CD45_E10_S442_comb_R2_001.fastq.gz	Melanoma_74	nonmalignant	unknown	442	4
Cy74_CD45_E11_S443	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy74_CD45_E11_S443_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy74_CD45_E11_S443_comb_R2_001.fastq.gz	Melanoma_74	nonmalignant	Tcell	443	4
Cy74_CD45_F01_S445	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy74_CD45_F01_S445_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy74_CD45_F01_S445_comb_R2_001.fastq.gz	Melanoma_74	nonmalignant	Tcell	445	4
Cy74_CD45_F02_S446	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy74_CD45_F02_S446_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy74_CD45_F02_S446_comb_R2_001.fastq.gz	Melanoma_74	nonmalignant	Tcell	446	4
Cy74_CD45_F04_S448	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy74_CD45_F04_S448_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy74_CD45_F04_S448_comb_R2_001.fastq.gz	Melanoma_74	nonmalignant	Tcell	448	4
Cy74_CD45_F06_S450	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy74_CD45_F06_S450_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy74_CD45_F06_S450_comb_R2_001.fastq.gz	Melanoma_74	nonmalignant	Tcell	450	4
Cy74_CD45_F07_S451	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy74_CD45_F07_S451_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy74_CD45_F07_S451_comb_R2_001.fastq.gz	Melanoma_74	nonmalignant	Tcell	451	4
Cy74_CD45_F08_S452	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy74_CD45_F08_S452_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy74_CD45_F08_S452_comb_R2_001.fastq.gz	Melanoma_74	nonmalignant	Tcell	452	4
Cy74_CD45_F09_S453	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy74_CD45_F09_S453_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy74_CD45_F09_S453_comb_R2_001.fastq.gz	Melanoma_74	nonmalignant	Tcell	453	4
Cy74_CD45_F10_S454	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy74_CD45_F10_S454_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy74_CD45_F10_S454_comb_R2_001.fastq.gz	Melanoma_74	nonmalignant	Bcell	454	4
Cy74_CD45_F11_S455	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy74_CD45_F11_S455_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy74_CD45_F11_S455_comb_R2_001.fastq.gz	Melanoma_74	nonmalignant	Tcell	455	4
Cy74_CD45_G01_S457	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy74_CD45_G01_S457_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy74_CD45_G01_S457_comb_R2_001.fastq.gz	Melanoma_74	nonmalignant	Tcell	457	4
Cy74_CD45_G02_S458	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy74_CD45_G02_S458_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy74_CD45_G02_S458_comb_R2_001.fastq.gz	Melanoma_74	nonmalignant	Tcell	458	4
Cy74_CD45_G03_S459	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy74_CD45_G03_S459_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy74_CD45_G03_S459_comb_R2_001.fastq.gz	Melanoma_74	nonmalignant	Tcell	459	4
Cy74_CD45_G04_S460	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy74_CD45_G04_S460_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy74_CD45_G04_S460_comb_R2_001.fastq.gz	Melanoma_74	nonmalignant	Tcell	460	4
Cy74_CD45_G06_S462	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy74_CD45_G06_S462_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy74_CD45_G06_S462_comb_R2_001.fastq.gz	Melanoma_74	nonmalignant	Tcell	462	4
Cy74_CD45_G07_S463	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy74_CD45_G07_S463_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy74_CD45_G07_S463_comb_R2_001.fastq.gz	Melanoma_74	nonmalignant	Tcell	463	4
Cy74_CD45_G08_S464	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy74_CD45_G08_S464_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy74_CD45_G08_S464_comb_R2_001.fastq.gz	Melanoma_74	nonmalignant	Tcell	464	4
Cy74_CD45_G09_S465	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy74_CD45_G09_S465_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy74_CD45_G09_S465_comb_R2_001.fastq.gz	Melanoma_74	nonmalignant	Tcell	465	4
Cy74_CD45_G10_S466	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy74_CD45_G10_S466_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy74_CD45_G10_S466_comb_R2_001.fastq.gz	Melanoma_74	nonmalignant	Tcell	466	4
Cy74_CD45_G11_S467	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy74_CD45_G11_S467_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy74_CD45_G11_S467_comb_R2_001.fastq.gz	Melanoma_74	nonmalignant	unknown	467	4
Cy74_CD45_H02_S470	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy74_CD45_H02_S470_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy74_CD45_H02_S470_comb_R2_001.fastq.gz	Melanoma_74	nonmalignant	Tcell	470	4
Cy74_CD45_H03_S471	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy74_CD45_H03_S471_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy74_CD45_H03_S471_comb_R2_001.fastq.gz	Melanoma_74	nonmalignant	Tcell	471	4
Cy74_CD45_H04_S472	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy74_CD45_H04_S472_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy74_CD45_H04_S472_comb_R2_001.fastq.gz	Melanoma_74	nonmalignant	Tcell	472	4
Cy74_CD45_H06_S474	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy74_CD45_H06_S474_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy74_CD45_H06_S474_comb_R2_001.fastq.gz	Melanoma_74	nonmalignant	Tcell	474	4
Cy74_CD45_H07_S475	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy74_CD45_H07_S475_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy74_CD45_H07_S475_comb_R2_001.fastq.gz	Melanoma_74	nonmalignant	Bcell	475	4
Cy74_CD45_H08_S476	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy74_CD45_H08_S476_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy74_CD45_H08_S476_comb_R2_001.fastq.gz	Melanoma_74	nonmalignant	Macrophage	476	4
Cy74_CD45_H09_S477	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy74_CD45_H09_S477_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy74_CD45_H09_S477_comb_R2_001.fastq.gz	Melanoma_74	nonmalignant	Tcell	477	4
Cy74_CD45_H10_S478	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy74_CD45_H10_S478_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy74_CD45_H10_S478_comb_R2_001.fastq.gz	Melanoma_74	nonmalignant	unknown	478	4
Cy74_CD45_H11_S479	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy74_CD45_H11_S479_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy74_CD45_H11_S479_comb_R2_001.fastq.gz	Melanoma_74	nonmalignant	Tcell	479	4
Cy74_CD45_H12_S480	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy74_CD45_H12_S480_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy74_CD45_H12_S480_comb_R2_001.fastq.gz	Melanoma_74	nonmalignant	Tcell	480	4
CY75_1FNA_A03_S483	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY75-1FNA-A03_S483_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY75-1FNA-A03_S483_comb_R2_001.fastq.gz	Melanoma_75	unknown	Tcell	483	5
CY75_1FNA_A05_S485	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY75-1FNA-A05_S485_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY75-1FNA-A05_S485_comb_R2_001.fastq.gz	Melanoma_75	malignant	malignant	485	5
CY75_1FNA_A08_S488	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY75-1FNA-A08_S488_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY75-1FNA-A08_S488_comb_R2_001.fastq.gz	Melanoma_75	nonmalignant	Macrophage	488	5
CY75_1FNA_A10_S490	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY75-1FNA-A10_S490_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY75-1FNA-A10_S490_comb_R2_001.fastq.gz	Melanoma_75	nonmalignant	Tcell	490	5
CY75_1FNA_A12_S492	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY75-1FNA-A12_S492_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY75-1FNA-A12_S492_comb_R2_001.fastq.gz	Melanoma_75	nonmalignant	Tcell	492	5
