Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,GEO_Accession (exp),infection,Instrument,lane,LibraryLayout,LibrarySelection,LibrarySource,Organism,plate,Platform,ReleaseDate,Sample Name,source_name,SRA Study,status,time,well
SRR6815644,RNA-Seq,150,258184950,PRJNA437328,SAMN08649226,104852390,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772608,GSM3033042,Mock,Illumina HiSeq 4000,305264,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P1,ILLUMINA,2018-10-25T00:00:00Z,GSM3033042,Monocyte-derived dendritic cells,SRP134127,uninfected,2h,D12
SRR6815645,RNA-Seq,150,280430400,PRJNA437328,SAMN08649225,111996202,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772609,GSM3033043,D23580,Illumina HiSeq 4000,305264,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P1,ILLUMINA,2018-10-25T00:00:00Z,GSM3033043,Monocyte-derived dendritic cells,SRP134127,infected,2h,A2
SRR6815646,RNA-Seq,150,303523350,PRJNA437328,SAMN08649224,121996181,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772610,GSM3033044,D23580,Illumina HiSeq 4000,305264,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P1,ILLUMINA,2018-10-25T00:00:00Z,GSM3033044,Monocyte-derived dendritic cells,SRP134127,infected,2h,E3
SRR6815647,RNA-Seq,150,315988650,PRJNA437328,SAMN08649223,126051687,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772611,GSM3033045,LT2,Illumina HiSeq 4000,305264,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P1,ILLUMINA,2018-10-25T00:00:00Z,GSM3033045,Monocyte-derived dendritic cells,SRP134127,infected,4h,A5
SRR6815648,RNA-Seq,150,307415250,PRJNA437328,SAMN08649222,123478127,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772612,GSM3033046,LT2,Illumina HiSeq 4000,305264,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P1,ILLUMINA,2018-10-25T00:00:00Z,GSM3033046,Monocyte-derived dendritic cells,SRP134127,infected,4h,E6
SRR6815649,RNA-Seq,150,289150200,PRJNA437328,SAMN08649221,115449230,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772613,GSM3033047,D23580,Illumina HiSeq 4000,305264,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P1,ILLUMINA,2018-10-25T00:00:00Z,GSM3033047,Monocyte-derived dendritic cells,SRP134127,infected,6h,A8
SRR6815650,RNA-Seq,150,295806000,PRJNA437328,SAMN08649290,118377791,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772614,GSM3033048,D23580,Illumina HiSeq 4000,305264,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P1,ILLUMINA,2018-10-25T00:00:00Z,GSM3033048,Monocyte-derived dendritic cells,SRP134127,infected,6h,E9
SRR6815651,RNA-Seq,150,251247300,PRJNA437328,SAMN08649289,102469040,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772615,GSM3033049,Mock,Illumina HiSeq 4000,305264,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P1,ILLUMINA,2018-10-25T00:00:00Z,GSM3033049,Monocyte-derived dendritic cells,SRP134127,uninfected,2h,A11
SRR6815652,RNA-Seq,150,283269300,PRJNA437328,SAMN08649288,114268172,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772616,GSM3033050,Mock,Illumina HiSeq 4000,305264,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P1,ILLUMINA,2018-10-25T00:00:00Z,GSM3033050,Monocyte-derived dendritic cells,SRP134127,uninfected,2h,E12
SRR6815653,RNA-Seq,150,246835500,PRJNA437328,SAMN08649286,99062651,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772617,GSM3033051,D23580,Illumina HiSeq 4000,305264,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P1,ILLUMINA,2018-10-25T00:00:00Z,GSM3033051,Monocyte-derived dendritic cells,SRP134127,infected,2h,B2
SRR6815654,RNA-Seq,150,265685400,PRJNA437328,SAMN08649285,107316267,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772618,GSM3033052,D23580,Illumina HiSeq 4000,305264,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P1,ILLUMINA,2018-10-25T00:00:00Z,GSM3033052,Monocyte-derived dendritic cells,SRP134127,infected,2h,F3
SRR6815655,RNA-Seq,150,307992150,PRJNA437328,SAMN08649284,123078557,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772619,GSM3033053,LT2,Illumina HiSeq 4000,305264,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P1,ILLUMINA,2018-10-25T00:00:00Z,GSM3033053,Monocyte-derived dendritic cells,SRP134127,infected,4h,B5
SRR6815656,RNA-Seq,150,281796150,PRJNA437328,SAMN08649283,113483917,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772620,GSM3033054,LT2,Illumina HiSeq 4000,305264,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P1,ILLUMINA,2018-10-25T00:00:00Z,GSM3033054,Monocyte-derived dendritic cells,SRP134127,infected,4h,F6
SRR6815657,RNA-Seq,150,282155100,PRJNA437328,SAMN08649282,112605636,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772621,GSM3033055,D23580,Illumina HiSeq 4000,305264,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P1,ILLUMINA,2018-10-25T00:00:00Z,GSM3033055,Monocyte-derived dendritic cells,SRP134127,infected,6h,B8
SRR6815658,RNA-Seq,150,286341450,PRJNA437328,SAMN08649281,115335135,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772622,GSM3033056,D23580,Illumina HiSeq 4000,305264,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P1,ILLUMINA,2018-10-25T00:00:00Z,GSM3033056,Monocyte-derived dendritic cells,SRP134127,infected,6h,F9
SRR6815659,RNA-Seq,150,267009600,PRJNA437328,SAMN08649280,107491624,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772623,GSM3033057,Mock,Illumina HiSeq 4000,305264,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P1,ILLUMINA,2018-10-25T00:00:00Z,GSM3033057,Monocyte-derived dendritic cells,SRP134127,uninfected,2h,B11
SRR6815660,RNA-Seq,150,260708400,PRJNA437328,SAMN08649279,104983852,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772624,GSM3033058,Mock,Illumina HiSeq 4000,305264,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P1,ILLUMINA,2018-10-25T00:00:00Z,GSM3033058,Monocyte-derived dendritic cells,SRP134127,uninfected,2h,F12
SRR6815661,RNA-Seq,150,286160100,PRJNA437328,SAMN08649278,114887944,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772625,GSM3033059,D23580,Illumina HiSeq 4000,305264,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P1,ILLUMINA,2018-10-25T00:00:00Z,GSM3033059,Monocyte-derived dendritic cells,SRP134127,infected,2h,C2
SRR6815662,RNA-Seq,150,236327850,PRJNA437328,SAMN08649277,95939816,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772626,GSM3033060,D23580,Illumina HiSeq 4000,305264,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P1,ILLUMINA,2018-10-25T00:00:00Z,GSM3033060,Monocyte-derived dendritic cells,SRP134127,infected,2h,G3
SRR6815663,RNA-Seq,150,269820300,PRJNA437328,SAMN08649276,108898952,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772627,GSM3033061,LT2,Illumina HiSeq 4000,305264,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P1,ILLUMINA,2018-10-25T00:00:00Z,GSM3033061,Monocyte-derived dendritic cells,SRP134127,infected,4h,C5
SRR6815664,RNA-Seq,150,250773750,PRJNA437328,SAMN08649275,100769973,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772628,GSM3033062,LT2,Illumina HiSeq 4000,305264,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P1,ILLUMINA,2018-10-25T00:00:00Z,GSM3033062,Monocyte-derived dendritic cells,SRP134127,infected,4h,G6
SRR6815665,RNA-Seq,150,266515800,PRJNA437328,SAMN08649274,106597509,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772629,GSM3033063,D23580,Illumina HiSeq 4000,305264,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P1,ILLUMINA,2018-10-25T00:00:00Z,GSM3033063,Monocyte-derived dendritic cells,SRP134127,infected,6h,C8
SRR6815666,RNA-Seq,150,298240350,PRJNA437328,SAMN08649273,118853422,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772630,GSM3033064,D23580,Illumina HiSeq 4000,305264,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P1,ILLUMINA,2018-10-25T00:00:00Z,GSM3033064,Monocyte-derived dendritic cells,SRP134127,infected,6h,G9
SRR6815667,RNA-Seq,150,255764850,PRJNA437328,SAMN08649272,103335012,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772631,GSM3033065,Mock,Illumina HiSeq 4000,305264,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P1,ILLUMINA,2018-10-25T00:00:00Z,GSM3033065,Monocyte-derived dendritic cells,SRP134127,uninfected,2h,C11
SRR6815668,RNA-Seq,150,264983250,PRJNA437328,SAMN08649271,105563143,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772632,GSM3033066,Mock,Illumina HiSeq 4000,305264,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P1,ILLUMINA,2018-10-25T00:00:00Z,GSM3033066,Monocyte-derived dendritic cells,SRP134127,uninfected,2h,G12
SRR6815669,RNA-Seq,150,234701100,PRJNA437328,SAMN08649864,93772209,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772633,GSM3033067,D23580,Illumina HiSeq 4000,305264,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P1,ILLUMINA,2018-10-25T00:00:00Z,GSM3033067,Monocyte-derived dendritic cells,SRP134127,infected,2h,D2
SRR6815670,RNA-Seq,150,191414250,PRJNA437328,SAMN08649863,81284059,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772634,GSM3033068,D23580,Illumina HiSeq 4000,305264,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P1,ILLUMINA,2018-10-25T00:00:00Z,GSM3033068,Monocyte-derived dendritic cells,SRP134127,infected,2h,H3
SRR6815671,RNA-Seq,150,266852400,PRJNA437328,SAMN08649862,107135802,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772635,GSM3033069,LT2,Illumina HiSeq 4000,305264,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P1,ILLUMINA,2018-10-25T00:00:00Z,GSM3033069,Monocyte-derived dendritic cells,SRP134127,infected,4h,D5
SRR6815672,RNA-Seq,150,210281250,PRJNA437328,SAMN08649861,86268253,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772636,GSM3033070,LT2,Illumina HiSeq 4000,305264,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P1,ILLUMINA,2018-10-25T00:00:00Z,GSM3033070,Monocyte-derived dendritic cells,SRP134127,infected,4h,H6
SRR6815673,RNA-Seq,150,278701200,PRJNA437328,SAMN08649860,110757005,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772637,GSM3033071,D23580,Illumina HiSeq 4000,305264,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P1,ILLUMINA,2018-10-25T00:00:00Z,GSM3033071,Monocyte-derived dendritic cells,SRP134127,infected,6h,D8
SRR6815674,RNA-Seq,150,275956200,PRJNA437328,SAMN08649859,110326254,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772638,GSM3033072,D23580,Illumina HiSeq 4000,305264,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P1,ILLUMINA,2018-10-25T00:00:00Z,GSM3033072,Monocyte-derived dendritic cells,SRP134127,infected,6h,H9
SRR6815675,RNA-Seq,150,278139000,PRJNA437328,SAMN08649858,111759675,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772639,GSM3033073,Mock,Illumina HiSeq 4000,305264,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P1,ILLUMINA,2018-10-25T00:00:00Z,GSM3033073,Monocyte-derived dendritic cells,SRP134127,uninfected,2h,D11
SRR6815676,RNA-Seq,150,146716800,PRJNA437328,SAMN08649857,59467226,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772640,GSM3033074,Blank,Illumina HiSeq 4000,305264,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P1,ILLUMINA,2018-10-25T00:00:00Z,GSM3033074,Monocyte-derived dendritic cells,SRP134127,Blank,Blank,H12
SRR6815677,RNA-Seq,150,196672950,PRJNA437328,SAMN08649856,79956183,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772641,GSM3033075,LT2,Illumina HiSeq 4000,305264,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P2,ILLUMINA,2018-10-25T00:00:00Z,GSM3033075,Monocyte-derived dendritic cells,SRP134127,BULK,2h,A1
SRR6815678,RNA-Seq,150,254848200,PRJNA437328,SAMN08649855,102735486,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772642,GSM3033076,LT2,Illumina HiSeq 4000,305264,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P2,ILLUMINA,2018-10-25T00:00:00Z,GSM3033076,Monocyte-derived dendritic cells,SRP134127,exposed,2h,E2
SRR6815679,RNA-Seq,150,226501500,PRJNA437328,SAMN08649854,92473449,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772643,GSM3033077,D23580,Illumina HiSeq 4000,305264,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P2,ILLUMINA,2018-10-25T00:00:00Z,GSM3033077,Monocyte-derived dendritic cells,SRP134127,BULK,4h,A4
SRR6815680,RNA-Seq,150,238126500,PRJNA437328,SAMN08649853,96169590,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772644,GSM3033078,D23580,Illumina HiSeq 4000,305264,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P2,ILLUMINA,2018-10-25T00:00:00Z,GSM3033078,Monocyte-derived dendritic cells,SRP134127,exposed,4h,E5
SRR6815681,RNA-Seq,150,235581900,PRJNA437328,SAMN08649852,102400931,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772645,GSM3033079,LT2,Illumina HiSeq 4000,305264,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P2,ILLUMINA,2018-10-25T00:00:00Z,GSM3033079,Monocyte-derived dendritic cells,SRP134127,BULK,6h,A7
SRR6815682,RNA-Seq,150,242597400,PRJNA437328,SAMN08649851,98226174,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772646,GSM3033080,LT2,Illumina HiSeq 4000,305264,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P2,ILLUMINA,2018-10-25T00:00:00Z,GSM3033080,Monocyte-derived dendritic cells,SRP134127,exposed,6h,E8
SRR6815683,RNA-Seq,150,225850350,PRJNA437328,SAMN08649850,91984304,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772647,GSM3033081,Mock,Illumina HiSeq 4000,305264,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P2,ILLUMINA,2018-10-25T00:00:00Z,GSM3033081,Monocyte-derived dendritic cells,SRP134127,uninfected,4h,A10
SRR6815684,RNA-Seq,150,226795800,PRJNA437328,SAMN08649849,92011304,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772648,GSM3033082,Mock,Illumina HiSeq 4000,305264,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P2,ILLUMINA,2018-10-25T00:00:00Z,GSM3033082,Monocyte-derived dendritic cells,SRP134127,uninfected,4h,E11
SRR6815685,RNA-Seq,150,251927400,PRJNA437328,SAMN08649848,101767104,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772649,GSM3033083,LT2,Illumina HiSeq 4000,305264,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P2,ILLUMINA,2018-10-25T00:00:00Z,GSM3033083,Monocyte-derived dendritic cells,SRP134127,exposed,2h,B1
SRR6815686,RNA-Seq,150,260484600,PRJNA437328,SAMN08649847,105633012,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772650,GSM3033084,LT2,Illumina HiSeq 4000,305264,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P2,ILLUMINA,2018-10-25T00:00:00Z,GSM3033084,Monocyte-derived dendritic cells,SRP134127,exposed,2h,F2
SRR6815687,RNA-Seq,150,214842750,PRJNA437328,SAMN08649846,86426964,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772651,GSM3033085,D23580,Illumina HiSeq 4000,305264,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P2,ILLUMINA,2018-10-25T00:00:00Z,GSM3033085,Monocyte-derived dendritic cells,SRP134127,exposed,4h,B4
SRR6815688,RNA-Seq,150,291819150,PRJNA437328,SAMN08649893,116050536,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772652,GSM3033086,D23580,Illumina HiSeq 4000,305264,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P2,ILLUMINA,2018-10-25T00:00:00Z,GSM3033086,Monocyte-derived dendritic cells,SRP134127,exposed,4h,F5
SRR6815689,RNA-Seq,150,277402050,PRJNA437328,SAMN08649892,112140090,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772653,GSM3033087,LT2,Illumina HiSeq 4000,305264,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P2,ILLUMINA,2018-10-25T00:00:00Z,GSM3033087,Monocyte-derived dendritic cells,SRP134127,exposed,6h,B7
SRR6815690,RNA-Seq,150,257209950,PRJNA437328,SAMN08649891,107972937,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772654,GSM3033088,LT2,Illumina HiSeq 4000,305264,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P2,ILLUMINA,2018-10-25T00:00:00Z,GSM3033088,Monocyte-derived dendritic cells,SRP134127,exposed,6h,F8
SRR6815691,RNA-Seq,150,254492700,PRJNA437328,SAMN08649890,103317239,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772655,GSM3033089,Mock,Illumina HiSeq 4000,305264,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P2,ILLUMINA,2018-10-25T00:00:00Z,GSM3033089,Monocyte-derived dendritic cells,SRP134127,uninfected,4h,B10
SRR6815692,RNA-Seq,150,219706650,PRJNA437328,SAMN08649889,90012607,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772656,GSM3033090,Mock,Illumina HiSeq 4000,305264,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P2,ILLUMINA,2018-10-25T00:00:00Z,GSM3033090,Monocyte-derived dendritic cells,SRP134127,uninfected,4h,F11
SRR6815693,RNA-Seq,150,250942800,PRJNA437328,SAMN08649888,101541152,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772657,GSM3033091,LT2,Illumina HiSeq 4000,305264,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P2,ILLUMINA,2018-10-25T00:00:00Z,GSM3033091,Monocyte-derived dendritic cells,SRP134127,exposed,2h,C1
SRR6815694,RNA-Seq,150,259927200,PRJNA437328,SAMN08649887,104891612,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772658,GSM3033092,LT2,Illumina HiSeq 4000,305264,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P2,ILLUMINA,2018-10-25T00:00:00Z,GSM3033092,Monocyte-derived dendritic cells,SRP134127,exposed,2h,G2
SRR6815695,RNA-Seq,150,259531050,PRJNA437328,SAMN08649886,105326518,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772659,GSM3033093,D23580,Illumina HiSeq 4000,305264,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P2,ILLUMINA,2018-10-25T00:00:00Z,GSM3033093,Monocyte-derived dendritic cells,SRP134127,exposed,4h,C4
SRR6815696,RNA-Seq,150,261227700,PRJNA437328,SAMN08649885,105189915,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772660,GSM3033094,D23580,Illumina HiSeq 4000,305264,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P2,ILLUMINA,2018-10-25T00:00:00Z,GSM3033094,Monocyte-derived dendritic cells,SRP134127,exposed,4h,G5
SRR6815697,RNA-Seq,150,281074950,PRJNA437328,SAMN08649884,113548049,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772661,GSM3033095,LT2,Illumina HiSeq 4000,305264,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P2,ILLUMINA,2018-10-25T00:00:00Z,GSM3033095,Monocyte-derived dendritic cells,SRP134127,exposed,6h,C7
SRR6815698,RNA-Seq,150,253626150,PRJNA437328,SAMN08649883,103454583,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772662,GSM3033096,LT2,Illumina HiSeq 4000,305264,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P2,ILLUMINA,2018-10-25T00:00:00Z,GSM3033096,Monocyte-derived dendritic cells,SRP134127,exposed,6h,G8
SRR6815699,RNA-Seq,150,211480050,PRJNA437328,SAMN08649158,88703696,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772663,GSM3033097,Mock,Illumina HiSeq 4000,305264,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P2,ILLUMINA,2018-10-25T00:00:00Z,GSM3033097,Monocyte-derived dendritic cells,SRP134127,uninfected,4h,C10
SRR6815700,RNA-Seq,150,246185250,PRJNA437328,SAMN08649157,99991617,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772664,GSM3033098,Mock,Illumina HiSeq 4000,305264,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P2,ILLUMINA,2018-10-25T00:00:00Z,GSM3033098,Monocyte-derived dendritic cells,SRP134127,uninfected,4h,G11
SRR6815701,RNA-Seq,150,260661000,PRJNA437328,SAMN08649156,105670592,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772665,GSM3033099,LT2,Illumina HiSeq 4000,305264,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P2,ILLUMINA,2018-10-25T00:00:00Z,GSM3033099,Monocyte-derived dendritic cells,SRP134127,exposed,2h,D1
SRR6815702,RNA-Seq,150,292971450,PRJNA437328,SAMN08649155,118163138,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772666,GSM3033100,LT2,Illumina HiSeq 4000,305264,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P2,ILLUMINA,2018-10-25T00:00:00Z,GSM3033100,Monocyte-derived dendritic cells,SRP134127,exposed,2h,H2
SRR6815703,RNA-Seq,150,316600650,PRJNA437328,SAMN08649154,126389006,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772667,GSM3033101,D23580,Illumina HiSeq 4000,305264,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P2,ILLUMINA,2018-10-25T00:00:00Z,GSM3033101,Monocyte-derived dendritic cells,SRP134127,exposed,4h,D4
SRR6815704,RNA-Seq,150,280529550,PRJNA437328,SAMN08649153,113013194,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772668,GSM3033102,D23580,Illumina HiSeq 4000,305264,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P2,ILLUMINA,2018-10-25T00:00:00Z,GSM3033102,Monocyte-derived dendritic cells,SRP134127,exposed,4h,H5
SRR6815705,RNA-Seq,150,260791800,PRJNA437328,SAMN08649152,106131043,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772669,GSM3033103,LT2,Illumina HiSeq 4000,305264,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P2,ILLUMINA,2018-10-25T00:00:00Z,GSM3033103,Monocyte-derived dendritic cells,SRP134127,exposed,6h,D7
SRR6815706,RNA-Seq,150,298915350,PRJNA437328,SAMN08649151,120394686,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772670,GSM3033104,LT2,Illumina HiSeq 4000,305264,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P2,ILLUMINA,2018-10-25T00:00:00Z,GSM3033104,Monocyte-derived dendritic cells,SRP134127,exposed,6h,H8
SRR6815707,RNA-Seq,150,253208400,PRJNA437328,SAMN08649220,103063511,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772671,GSM3033105,Mock,Illumina HiSeq 4000,305264,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P2,ILLUMINA,2018-10-25T00:00:00Z,GSM3033105,Monocyte-derived dendritic cells,SRP134127,uninfected,4h,D10
