Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,GEO_Accession,Instrument,LibraryLayout,LibrarySelection,LibrarySource,MBases,MBytes,Organism,Platform,ReleaseDate,sample_acc,Sample Name,SRA Study,source_name,disease,disease_state,Cell_Line,cell_morphology,tissue
SRR5825213,Bisulfite-Seq,300,2905566000,PRJNA382695,SAMN07334865,1381443128,GEO,public,sra,"gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX3003017,GSM2697777,Illumina HiSeq 4000,PAIRED,RANDOM,GENOMIC,2905,1317,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS2353947,GSM2697777,SRP103839,CRC,,Carcinoma,,,
SRR5825214,Bisulfite-Seq,300,2630163600,PRJNA382695,SAMN07334864,1262177602,GEO,public,sra,"gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX3003018,GSM2697778,Illumina HiSeq 4000,PAIRED,RANDOM,GENOMIC,2630,1203,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS2353952,GSM2697778,SRP103839,CRC,,Carcinoma,,,
SRR5825215,Bisulfite-Seq,300,2544567000,PRJNA382695,SAMN07334863,1216683689,GEO,public,sra,"ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",SRX3003019,GSM2697779,Illumina HiSeq 4000,PAIRED,RANDOM,GENOMIC,2544,1160,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS2353950,GSM2697779,SRP103839,CRC,,Carcinoma,,,
SRR5825216,Bisulfite-Seq,300,3053919600,PRJNA382695,SAMN07334862,1462288050,GEO,public,sra,"s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX3003020,GSM2697780,Illumina HiSeq 4000,PAIRED,RANDOM,GENOMIC,3053,1394,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS2353949,GSM2697780,SRP103839,CRC,,Carcinoma,,,
SRR5825217,Bisulfite-Seq,300,2774619600,PRJNA382695,SAMN07334958,1328611356,GEO,public,sra,"gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX3003021,GSM2697781,Illumina HiSeq 4000,PAIRED,RANDOM,GENOMIC,2774,1267,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS2353951,GSM2697781,SRP103839,CRC,,Carcinoma,,,
SRR5825218,Bisulfite-Seq,300,2554538400,PRJNA382695,SAMN07334957,1237154256,GEO,public,sra,"gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX3003022,GSM2697782,Illumina HiSeq 4000,PAIRED,RANDOM,GENOMIC,2554,1179,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS2353955,GSM2697782,SRP103839,CRC,,Carcinoma,,,
SRR5825219,Bisulfite-Seq,302,2949022148,PRJNA382695,SAMN07334956,1536671670,GEO,public,sra,"gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX3003023,GSM2697783,Illumina HiSeq 4000,PAIRED,RANDOM,GENOMIC,2949,1465,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS2353954,GSM2697783,SRP103839,CRC,,Carcinoma,,,
SRR5825220,Bisulfite-Seq,300,3250818000,PRJNA382695,SAMN07334955,1528412643,GEO,public,sra,"s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",SRX3003024,GSM2697784,Illumina HiSeq 4000,PAIRED,RANDOM,GENOMIC,3250,1457,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS2353956,GSM2697784,SRP103839,CRC,,Carcinoma,,,
SRR5825221,Bisulfite-Seq,300,3463441500,PRJNA382695,SAMN07334954,1653734435,GEO,public,sra,"s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX3003025,GSM2697785,Illumina HiSeq 4000,PAIRED,RANDOM,GENOMIC,3463,1577,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS2353953,GSM2697785,SRP103839,CRC,,Carcinoma,,,
SRR5825222,Bisulfite-Seq,300,3278832300,PRJNA382695,SAMN07334953,1530393837,GEO,public,sra,"s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",SRX3003026,GSM2697786,Illumina HiSeq 4000,PAIRED,RANDOM,GENOMIC,3278,1459,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS2353957,GSM2697786,SRP103839,CRC,,Carcinoma,,,
SRR5825224,Bisulfite-Seq,300,3251042700,PRJNA382695,SAMN07334951,1562470234,GEO,public,sra,"gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX3003028,GSM2697788,Illumina HiSeq 4000,PAIRED,RANDOM,GENOMIC,3251,1490,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS2353959,GSM2697788,SRP103839,CRC,,Carcinoma,,,
SRR5825225,Bisulfite-Seq,300,2971080900,PRJNA382695,SAMN07334950,1424859137,GEO,public,sra,"gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX3003029,GSM2697789,Illumina HiSeq 4000,PAIRED,RANDOM,GENOMIC,2971,1358,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS2353962,GSM2697789,SRP103839,CRC,,Carcinoma,,,
SRR5825226,Bisulfite-Seq,300,3434287200,PRJNA382695,SAMN07334949,1631540551,GEO,public,sra,"ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",SRX3003030,GSM2697790,Illumina HiSeq 4000,PAIRED,RANDOM,GENOMIC,3434,1555,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS2353961,GSM2697790,SRP103839,CRC,,Carcinoma,,,
SRR5825227,Bisulfite-Seq,300,4224742500,PRJNA382695,SAMN07334948,2019529541,GEO,public,sra,"s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",SRX3003031,GSM2697791,Illumina HiSeq 4000,PAIRED,RANDOM,GENOMIC,4224,1925,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS2353960,GSM2697791,SRP103839,CRC,,Carcinoma,,,
SRR5825228,Bisulfite-Seq,300,4870807800,PRJNA382695,SAMN07334947,2217494412,GEO,public,sra,"ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",SRX3003032,GSM2697792,Illumina HiSeq 4000,PAIRED,RANDOM,GENOMIC,4870,2114,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS2353966,GSM2697792,SRP103839,CRC,,Carcinoma,,,
SRR5825229,Bisulfite-Seq,300,4969737000,PRJNA382695,SAMN07334946,2232059048,GEO,public,sra,"s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",SRX3003033,GSM2697793,Illumina HiSeq 4000,PAIRED,RANDOM,GENOMIC,4969,2128,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS2353967,GSM2697793,SRP103839,CRC,,Carcinoma,,,
SRR5825230,Bisulfite-Seq,300,3682870500,PRJNA382695,SAMN07334945,1720842906,GEO,public,sra,"gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX3003034,GSM2697794,Illumina HiSeq 4000,PAIRED,RANDOM,GENOMIC,3682,1641,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS2353964,GSM2697794,SRP103839,CRC,,Carcinoma,,,
SRR5825231,Bisulfite-Seq,300,3674688000,PRJNA382695,SAMN07334944,1744303348,GEO,public,sra,"ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",SRX3003035,GSM2697795,Illumina HiSeq 4000,PAIRED,RANDOM,GENOMIC,3674,1663,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS2353968,GSM2697795,SRP103839,CRC,,Carcinoma,,,
SRR5825232,Bisulfite-Seq,300,3305193000,PRJNA382695,SAMN07334943,1576167874,GEO,public,sra,"s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX3003036,GSM2697796,Illumina HiSeq 4000,PAIRED,RANDOM,GENOMIC,3305,1503,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS2353963,GSM2697796,SRP103839,CRC,,Carcinoma,,,
SRR5825233,Bisulfite-Seq,300,3587200800,PRJNA382695,SAMN07334942,1687015326,GEO,public,sra,"gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX3003037,GSM2697797,Illumina HiSeq 4000,PAIRED,RANDOM,GENOMIC,3587,1608,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS2353965,GSM2697797,SRP103839,CRC,,Carcinoma,,,
SRR5825234,Bisulfite-Seq,300,3206744700,PRJNA382695,SAMN07334941,1496143920,GEO,public,sra,"gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX3003038,GSM2697798,Illumina HiSeq 4000,PAIRED,RANDOM,GENOMIC,3206,1426,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS2353969,GSM2697798,SRP103839,CRC,,Carcinoma,,,
SRR5825235,Bisulfite-Seq,300,3606425400,PRJNA382695,SAMN07334940,1691835656,GEO,public,sra,"gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX3003039,GSM2697799,Illumina HiSeq 4000,PAIRED,RANDOM,GENOMIC,3606,1613,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS2353971,GSM2697799,SRP103839,CRC,,Carcinoma,,,
SRR5825236,Bisulfite-Seq,300,3540003900,PRJNA382695,SAMN07334939,1641838913,GEO,public,sra,"gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX3003040,GSM2697800,Illumina HiSeq 4000,PAIRED,RANDOM,GENOMIC,3540,1565,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS2353970,GSM2697800,SRP103839,CRC,,Carcinoma,,,
SRR5825237,Bisulfite-Seq,300,3287035200,PRJNA382695,SAMN07334938,1583022686,GEO,public,sra,"gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX3003041,GSM2697801,Illumina HiSeq 4000,PAIRED,RANDOM,GENOMIC,3287,1509,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS2353972,GSM2697801,SRP103839,CRC,,Carcinoma,,,
SRR5825238,Bisulfite-Seq,300,3953068800,PRJNA382695,SAMN07334937,1850644436,GEO,public,sra,"gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX3003042,GSM2697802,Illumina HiSeq 4000,PAIRED,RANDOM,GENOMIC,3953,1764,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS2353974,GSM2697802,SRP103839,CRC,,Carcinoma,,,
SRR5825239,Bisulfite-Seq,300,4143405300,PRJNA382695,SAMN07334936,1936941648,GEO,public,sra,"gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX3003043,GSM2697803,Illumina HiSeq 4000,PAIRED,RANDOM,GENOMIC,4143,1847,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS2353973,GSM2697803,SRP103839,CRC,,Carcinoma,,,
SRR5825240,Bisulfite-Seq,300,2535708300,PRJNA382695,SAMN07334935,1270821128,GEO,public,sra,"s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX3003044,GSM2697804,Illumina HiSeq 4000,PAIRED,RANDOM,GENOMIC,2535,1211,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS2353977,GSM2697804,SRP103839,CRC,,Carcinoma,,,
SRR5825241,Bisulfite-Seq,300,2617066200,PRJNA382695,SAMN07334934,1339282988,GEO,public,sra,"gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX3003045,GSM2697805,Illumina HiSeq 4000,PAIRED,RANDOM,GENOMIC,2617,1277,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS2353976,GSM2697805,SRP103839,CRC,,Carcinoma,,,
SRR5825242,Bisulfite-Seq,300,2951239800,PRJNA382695,SAMN07334933,1494325900,GEO,public,sra,"s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX3003046,GSM2697806,Illumina HiSeq 4000,PAIRED,RANDOM,GENOMIC,2951,1425,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS2353978,GSM2697806,SRP103839,CRC,,Carcinoma,,,
SRR5825243,Bisulfite-Seq,300,3138606000,PRJNA382695,SAMN07334932,1587130983,GEO,public,sra,"gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX3003047,GSM2697807,Illumina HiSeq 4000,PAIRED,RANDOM,GENOMIC,3138,1513,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS2353975,GSM2697807,SRP103839,CRC,,Carcinoma,,,
SRR5825244,Bisulfite-Seq,300,3928570200,PRJNA382695,SAMN07334931,1854012407,GEO,public,sra,"s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX3003048,GSM2697808,Illumina HiSeq 4000,PAIRED,RANDOM,GENOMIC,3928,1768,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS2353983,GSM2697808,SRP103839,CRC,,Carcinoma,,,
SRR5825245,Bisulfite-Seq,300,3793101300,PRJNA382695,SAMN07334930,1787404908,GEO,public,sra,"gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX3003049,GSM2697809,Illumina HiSeq 4000,PAIRED,RANDOM,GENOMIC,3793,1704,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS2353979,GSM2697809,SRP103839,CRC,,Carcinoma,,,
SRR5825246,Bisulfite-Seq,300,2500713000,PRJNA382695,SAMN07334929,1269687345,GEO,public,sra,"gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX3003050,GSM2697810,Illumina HiSeq 4000,PAIRED,RANDOM,GENOMIC,2500,1210,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS2353981,GSM2697810,SRP103839,CRC,,Carcinoma,,,
SRR5825247,Bisulfite-Seq,300,3590677500,PRJNA382695,SAMN07334928,1717605737,GEO,public,sra,"ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",SRX3003051,GSM2697811,Illumina HiSeq 4000,PAIRED,RANDOM,GENOMIC,3590,1638,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS2353980,GSM2697811,SRP103839,CRC,,Carcinoma,,,
SRR5825248,Bisulfite-Seq,300,4008968700,PRJNA382695,SAMN07334927,1913342679,GEO,public,sra,"ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX3003052,GSM2697812,Illumina HiSeq 4000,PAIRED,RANDOM,GENOMIC,4008,1824,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS2353984,GSM2697812,SRP103839,CRC,,Carcinoma,,,
SRR5825249,Bisulfite-Seq,300,3947641800,PRJNA382695,SAMN07334926,1844216455,GEO,public,sra,"s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX3003053,GSM2697813,Illumina HiSeq 4000,PAIRED,RANDOM,GENOMIC,3947,1758,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS2353982,GSM2697813,SRP103839,CRC,,Carcinoma,,,
SRR5825250,Bisulfite-Seq,300,3730515000,PRJNA382695,SAMN07334925,1753402247,GEO,public,sra,"gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX3003054,GSM2697814,Illumina HiSeq 4000,PAIRED,RANDOM,GENOMIC,3730,1672,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS2353988,GSM2697814,SRP103839,CRC,,Carcinoma,,,
SRR5825251,Bisulfite-Seq,300,3868010400,PRJNA382695,SAMN07334924,1820524188,GEO,public,sra,"gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX3003055,GSM2697815,Illumina HiSeq 4000,PAIRED,RANDOM,GENOMIC,3868,1736,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS2353989,GSM2697815,SRP103839,CRC,,Carcinoma,,,
SRR5825252,Bisulfite-Seq,300,4473053100,PRJNA382695,SAMN07334923,2094874278,GEO,public,sra,"ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX3003056,GSM2697816,Illumina HiSeq 4000,PAIRED,RANDOM,GENOMIC,4473,1997,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS2353987,GSM2697816,SRP103839,CRC,,Carcinoma,,,
SRR5825253,Bisulfite-Seq,300,3911428200,PRJNA382695,SAMN07334922,1829145782,GEO,public,sra,"gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX3003057,GSM2697817,Illumina HiSeq 4000,PAIRED,RANDOM,GENOMIC,3911,1744,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS2353985,GSM2697817,SRP103839,CRC,,Carcinoma,,,
SRR5825254,Bisulfite-Seq,300,4198156200,PRJNA382695,SAMN07334921,1956820624,GEO,public,sra,"ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",SRX3003058,GSM2697818,Illumina HiSeq 4000,PAIRED,RANDOM,GENOMIC,4198,1866,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS2353986,GSM2697818,SRP103839,CRC,,Carcinoma,,,
SRR5825255,Bisulfite-Seq,300,4946265600,PRJNA382695,SAMN07334920,2336123703,GEO,public,sra,"s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX3003059,GSM2697819,Illumina HiSeq 4000,PAIRED,RANDOM,GENOMIC,4946,2227,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS2353992,GSM2697819,SRP103839,CRC,,Carcinoma,,,
SRR5825256,Bisulfite-Seq,300,3969642600,PRJNA382695,SAMN07334919,1879288813,GEO,public,sra,"gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX3003060,GSM2697820,Illumina HiSeq 4000,PAIRED,RANDOM,GENOMIC,3969,1792,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS2353990,GSM2697820,SRP103839,CRC,,Carcinoma,,,
SRR5825257,Bisulfite-Seq,300,4151759400,PRJNA382695,SAMN07334918,1949915846,GEO,public,sra,"s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX3003061,GSM2697821,Illumina HiSeq 4000,PAIRED,RANDOM,GENOMIC,4151,1859,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS2353991,GSM2697821,SRP103839,CRC,,Carcinoma,,,
SRR5825258,Bisulfite-Seq,300,2065563600,PRJNA382695,SAMN07334917,992753189,GEO,public,sra,"s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX3003062,GSM2697822,Illumina HiSeq 4000,PAIRED,RANDOM,GENOMIC,2065,946,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS2353994,GSM2697822,SRP103839,CRC,,Carcinoma,,,
SRR5825259,Bisulfite-Seq,300,3761274000,PRJNA382695,SAMN07334916,1786823973,GEO,public,sra,"gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX3003063,GSM2697823,Illumina HiSeq 4000,PAIRED,RANDOM,GENOMIC,3761,1704,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS2353993,GSM2697823,SRP103839,CRC,,Carcinoma,,,
SRR5825260,Bisulfite-Seq,300,3429533700,PRJNA382695,SAMN07334915,1602085467,GEO,public,sra,"gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX3003064,GSM2697824,Illumina HiSeq 4000,PAIRED,RANDOM,GENOMIC,3429,1527,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS2353995,GSM2697824,SRP103839,CRC,,Carcinoma,,,
SRR5825261,Bisulfite-Seq,300,4326451800,PRJNA382695,SAMN07334914,2023490011,GEO,public,sra,"gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX3003065,GSM2697825,Illumina HiSeq 4000,PAIRED,RANDOM,GENOMIC,4326,1929,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS2353997,GSM2697825,SRP103839,CRC,,Carcinoma,,,
SRR5825262,Bisulfite-Seq,300,4010453700,PRJNA382695,SAMN07335011,1895644588,GEO,public,sra,"s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX3003066,GSM2697826,Illumina HiSeq 4000,PAIRED,RANDOM,GENOMIC,4010,1807,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS2353998,GSM2697826,SRP103839,CRC,,Carcinoma,,,
SRR5825263,Bisulfite-Seq,300,3252025500,PRJNA382695,SAMN07335010,1542320255,GEO,public,sra,"ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",SRX3003067,GSM2697827,Illumina HiSeq 4000,PAIRED,RANDOM,GENOMIC,3252,1470,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS2353999,GSM2697827,SRP103839,CRC,,Carcinoma,,,
SRR5825264,Bisulfite-Seq,300,3159027900,PRJNA382695,SAMN07335009,1500619180,GEO,public,sra,"gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX3003068,GSM2697828,Illumina HiSeq 4000,PAIRED,RANDOM,GENOMIC,3159,1431,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS2353996,GSM2697828,SRP103839,CRC,,Carcinoma,,,
SRR5825265,Bisulfite-Seq,300,6308105700,PRJNA382695,SAMN07335008,2753235914,GEO,public,sra,"ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",SRX3003069,GSM2697829,Illumina HiSeq 4000,PAIRED,RANDOM,GENOMIC,6308,2625,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS2354002,GSM2697829,SRP103839,CRC,,Carcinoma,,,
SRR5825266,Bisulfite-Seq,300,8318590800,PRJNA382695,SAMN07335007,3659811117,GEO,public,sra,"gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX3003070,GSM2697830,Illumina HiSeq 4000,PAIRED,RANDOM,GENOMIC,8318,3490,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS2354000,GSM2697830,SRP103839,CRC,,Carcinoma,,,
SRR5825267,Bisulfite-Seq,300,6916179900,PRJNA382695,SAMN07335002,3031467127,GEO,public,sra,"gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX3003071,GSM2697831,Illumina HiSeq 4000,PAIRED,RANDOM,GENOMIC,6916,2891,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS2354004,GSM2697831,SRP103839,CRC,,Carcinoma,,,
SRR5825268,Bisulfite-Seq,300,6965620800,PRJNA382695,SAMN07335001,3056890417,GEO,public,sra,"gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX3003072,GSM2697832,Illumina HiSeq 4000,PAIRED,RANDOM,GENOMIC,6965,2915,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS2354001,GSM2697832,SRP103839,CRC,,Carcinoma,,,
SRR5825269,Bisulfite-Seq,300,3673549500,PRJNA382695,SAMN07335000,1645504577,GEO,public,sra,"gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX3003073,GSM2697833,Illumina HiSeq 4000,PAIRED,RANDOM,GENOMIC,3673,1569,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS2354005,GSM2697833,SRP103839,CRC,,Carcinoma,,,
SRR5825270,Bisulfite-Seq,300,4633937100,PRJNA382695,SAMN07334999,2420438169,GEO,public,sra,"gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX3003074,GSM2697834,Illumina HiSeq 4000,PAIRED,RANDOM,GENOMIC,4633,2308,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS2354003,GSM2697834,SRP103839,CRC,,Carcinoma,,,
SRR5825271,Bisulfite-Seq,300,5468175000,PRJNA382695,SAMN07334998,2799758200,GEO,public,sra,"gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX3003075,GSM2697835,Illumina HiSeq 4000,PAIRED,RANDOM,GENOMIC,5468,2670,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS2354006,GSM2697835,SRP103839,CRC,,Carcinoma,,,
SRR5825272,Bisulfite-Seq,300,4757572500,PRJNA382695,SAMN07335006,2485660265,GEO,public,sra,"gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX3003076,GSM2697836,Illumina HiSeq 4000,PAIRED,RANDOM,GENOMIC,4757,2370,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS2354011,GSM2697836,SRP103839,CRC,,Carcinoma,,,
SRR5825273,Bisulfite-Seq,300,6181034400,PRJNA382695,SAMN07335005,3197480706,GEO,public,sra,"gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX3003077,GSM2697837,Illumina HiSeq 4000,PAIRED,RANDOM,GENOMIC,6181,3049,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS2354010,GSM2697837,SRP103839,CRC,,Carcinoma,,,
SRR5825274,Bisulfite-Seq,300,5952773700,PRJNA382695,SAMN07335004,3109599973,GEO,public,sra,"gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX3003078,GSM2697838,Illumina HiSeq 4000,PAIRED,RANDOM,GENOMIC,5952,2965,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS2354007,GSM2697838,SRP103839,CRC,,Carcinoma,,,
SRR5825275,Bisulfite-Seq,300,3715400700,PRJNA382695,SAMN07335003,1664666775,GEO,public,sra,"gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX3003079,GSM2697839,Illumina HiSeq 4000,PAIRED,RANDOM,GENOMIC,3715,1587,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS2354008,GSM2697839,SRP103839,CRC,,Carcinoma,,,
SRR5825276,Bisulfite-Seq,300,2539067400,PRJNA382695,SAMN07334997,1152012132,GEO,public,sra,"gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX3003080,GSM2697840,Illumina HiSeq 4000,PAIRED,RANDOM,GENOMIC,2539,1098,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS2354012,GSM2697840,SRP103839,CRC,,Carcinoma,,,
SRR5825277,Bisulfite-Seq,300,2842244100,PRJNA382695,SAMN07334996,1289859165,GEO,public,sra,"ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",SRX3003081,GSM2697841,Illumina HiSeq 4000,PAIRED,RANDOM,GENOMIC,2842,1230,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS2354009,GSM2697841,SRP103839,CRC,,Carcinoma,,,
SRR5825278,Bisulfite-Seq,300,2846928600,PRJNA382695,SAMN07334995,1270274279,GEO,public,sra,"gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX3003082,GSM2697842,Illumina HiSeq 4000,PAIRED,RANDOM,GENOMIC,2846,1211,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS2354013,GSM2697842,SRP103839,CRC,,Carcinoma,,,
SRR5825279,Bisulfite-Seq,300,2380452600,PRJNA382695,SAMN07334994,1072930468,GEO,public,sra,"gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX3003083,GSM2697843,Illumina HiSeq 4000,PAIRED,RANDOM,GENOMIC,2380,1023,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS2354014,GSM2697843,SRP103839,CRC,,Carcinoma,,,
SRR5825280,Bisulfite-Seq,300,3222529500,PRJNA382695,SAMN07334993,1465717844,GEO,public,sra,"gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX3003084,GSM2697844,Illumina HiSeq 4000,PAIRED,RANDOM,GENOMIC,3222,1397,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS2354016,GSM2697844,SRP103839,CRC,,Carcinoma,,,
