Run,Assay Type,AssemblyName,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Cell_type,Center Name,chlamydial_species,Condition,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,GEO_Accession (exp),Hours_post_infection,Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,sequencing_batch,source_name,SRA Study
SRR9267156,RNA-Seq,GCA_000001405.28,276,55562304,PRJNA548292,SAMN12017221,22337770,epithelial (HEp2),GEO,None,mock infected,public,"sra,bam","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX6037397,GSM3872710,3,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-21T00:00:00Z,GSM3872710,2,Epithelial cells (HEp2),SRP201079
SRR9267157,RNA-Seq,GCA_000001405.28,254,6695526,PRJNA548292,SAMN12017220,3526322,epithelial (HEp2),GEO,None,mock infected,public,"sra,bam","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX6037398,GSM3872711,3,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-21T00:00:00Z,GSM3872711,2,Epithelial cells (HEp2),SRP201079
SRR9267158,RNA-Seq,GCA_000001405.28,281,3464211,PRJNA548292,SAMN12017219,1562364,epithelial (HEp2),GEO,None,mock infected,public,"sra,bam","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX6037399,GSM3872712,3,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-21T00:00:00Z,GSM3872712,2,Epithelial cells (HEp2),SRP201079
SRR9267159,RNA-Seq,GCA_000001405.28,279,2284455,PRJNA548292,SAMN12017218,1179699,epithelial (HEp2),GEO,None,mock infected,public,"bam,sra","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX6037400,GSM3872713,3,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-21T00:00:00Z,GSM3872713,2,Epithelial cells (HEp2),SRP201079
SRR9267160,RNA-Seq,GCA_000001405.28,284,57929321,PRJNA548292,SAMN12017217,24066329,epithelial (HEp2),GEO,None,mock infected,public,"bam,sra","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",SRX6037401,GSM3872714,3,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-21T00:00:00Z,GSM3872714,2,Epithelial cells (HEp2),SRP201079
SRR9267161,RNA-Seq,GCA_000001405.28,276,2363061,PRJNA548292,SAMN12017216,1211689,epithelial (HEp2),GEO,None,mock infected,public,"sra,bam","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX6037402,GSM3872715,3,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-21T00:00:00Z,GSM3872715,2,Epithelial cells (HEp2),SRP201079
SRR9267162,RNA-Seq,GCA_000001405.28,237,12767950,PRJNA548292,SAMN12017215,6705193,epithelial (HEp2),GEO,None,mock infected,public,"sra,bam","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",SRX6037403,GSM3872716,3,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-21T00:00:00Z,GSM3872716,3,Epithelial cells (HEp2),SRP201079
SRR9267163,RNA-Seq,GCA_000001405.28,257,65601517,PRJNA548292,SAMN12017214,28047527,epithelial (HEp2),GEO,None,mock infected,public,"bam,sra","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",SRX6037404,GSM3872717,3,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-21T00:00:00Z,GSM3872717,3,Epithelial cells (HEp2),SRP201079
SRR9267164,RNA-Seq,GCA_000001405.28,234,8687672,PRJNA548292,SAMN12017213,4774558,epithelial (HEp2),GEO,None,mock infected,public,"sra,bam","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX6037405,GSM3872718,3,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-21T00:00:00Z,GSM3872718,3,Epithelial cells (HEp2),SRP201079
SRR9267165,RNA-Seq,GCA_000001405.28,258,63642771,PRJNA548292,SAMN12017212,25210184,epithelial (HEp2),GEO,None,mock infected,public,"sra,bam","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",SRX6037406,GSM3872719,3,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-21T00:00:00Z,GSM3872719,3,Epithelial cells (HEp2),SRP201079
SRR9267166,RNA-Seq,GCA_000001405.28,231,9313151,PRJNA548292,SAMN12017211,4988398,epithelial (HEp2),GEO,None,mock infected,public,"sra,bam","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX6037407,GSM3872720,3,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-21T00:00:00Z,GSM3872720,3,Epithelial cells (HEp2),SRP201079
SRR9267167,RNA-Seq,GCA_000001405.28,174,7286616,PRJNA548292,SAMN12017210,4444507,epithelial (HEp2),GEO,None,mock infected,public,"sra,bam","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX6037408,GSM3872721,3,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-21T00:00:00Z,GSM3872721,3,Epithelial cells (HEp2),SRP201079
SRR9267168,RNA-Seq,GCA_000001405.28,185,14483831,PRJNA548292,SAMN12017295,8313486,epithelial (HEp2),GEO,None,mock infected,public,"bam,sra","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX6037409,GSM3872722,3,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-21T00:00:00Z,GSM3872722,3,Epithelial cells (HEp2),SRP201079
SRR9267169,RNA-Seq,GCA_000001405.28,255,58321160,PRJNA548292,SAMN12017294,24088487,epithelial (HEp2),GEO,None,mock infected,public,"bam,sra","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX6037410,GSM3872723,3,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-21T00:00:00Z,GSM3872723,3,Epithelial cells (HEp2),SRP201079
SRR9267170,RNA-Seq,GCA_000001405.28,235,6264936,PRJNA548292,SAMN12017293,3186645,epithelial (HEp2),GEO,None,mock infected,public,"bam,sra","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",SRX6037411,GSM3872724,3,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-21T00:00:00Z,GSM3872724,3,Epithelial cells (HEp2),SRP201079
SRR9267171,RNA-Seq,GCA_000001405.28,233,62192164,PRJNA548292,SAMN12017292,25868078,epithelial (HEp2),GEO,None,mock infected,public,"bam,sra","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX6037412,GSM3872725,3,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-21T00:00:00Z,GSM3872725,3,Epithelial cells (HEp2),SRP201079
SRR9267172,RNA-Seq,GCA_000001405.28,233,7241973,PRJNA548292,SAMN12017291,4757883,epithelial (HEp2),GEO,None,mock infected,public,"bam,sra","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",SRX6037413,GSM3872726,3,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-21T00:00:00Z,GSM3872726,3,Epithelial cells (HEp2),SRP201079
SRR9267173,RNA-Seq,GCA_000001405.28,257,30454599,PRJNA548292,SAMN12017290,13051920,epithelial (HEp2),GEO,None,mock infected,public,"sra,bam","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",SRX6037414,GSM3872727,3,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-21T00:00:00Z,GSM3872727,3,Epithelial cells (HEp2),SRP201079
SRR9267174,RNA-Seq,GCA_000001405.28,237,10382616,PRJNA548292,SAMN12017289,5319642,epithelial (HEp2),GEO,None,mock infected,public,"sra,bam","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",SRX6037415,GSM3872728,3,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-21T00:00:00Z,GSM3872728,3,Epithelial cells (HEp2),SRP201079
SRR9267175,RNA-Seq,GCA_000001405.28,254,44930923,PRJNA548292,SAMN12017288,18687837,epithelial (HEp2),GEO,None,mock infected,public,"bam,sra","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",SRX6037416,GSM3872729,3,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-21T00:00:00Z,GSM3872729,3,Epithelial cells (HEp2),SRP201079
SRR9267176,RNA-Seq,GCA_000001405.28,262,66817836,PRJNA548292,SAMN12017287,27118426,epithelial (HEp2),GEO,None,mock infected,public,"sra,bam","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX6037417,GSM3872730,3,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-21T00:00:00Z,GSM3872730,3,Epithelial cells (HEp2),SRP201079
SRR9267177,RNA-Seq,GCA_000001405.28,223,10354796,PRJNA548292,SAMN12017286,6204783,epithelial (HEp2),GEO,None,mock infected,public,"sra,bam","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",SRX6037418,GSM3872731,3,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-21T00:00:00Z,GSM3872731,3,Epithelial cells (HEp2),SRP201079
SRR9267178,RNA-Seq,GCA_000001405.28,288,1213563020,PRJNA548292,SAMN12017285,354616081,epithelial (HEp2),GEO,Chlamydia trachomatis - Serovar E,infected,public,"bam,sra","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",SRX6037419,GSM3872732,6,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-21T00:00:00Z,GSM3872732,1,Epithelial cells (HEp2),SRP201079
SRR9267179,RNA-Seq,GCA_000001405.28,286,2364697078,PRJNA548292,SAMN12017284,714733756,epithelial (HEp2),GEO,Chlamydia trachomatis - Serovar E,infected,public,"sra,bam","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",SRX6037420,GSM3872733,6,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-21T00:00:00Z,GSM3872733,1,Epithelial cells (HEp2),SRP201079
SRR9267180,RNA-Seq,GCA_000001405.28,285,165775103,PRJNA548292,SAMN12017283,55083966,epithelial (HEp2),GEO,Chlamydia trachomatis - Serovar E,infected,public,"sra,bam","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX6037421,GSM3872734,6,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-21T00:00:00Z,GSM3872734,1,Epithelial cells (HEp2),SRP201079
SRR9267181,RNA-Seq,GCA_000001405.28,291,445531409,PRJNA548292,SAMN12017282,147439972,epithelial (HEp2),GEO,Chlamydia trachomatis - Serovar E,infected,public,"sra,bam","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",SRX6037422,GSM3872735,6,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-21T00:00:00Z,GSM3872735,1,Epithelial cells (HEp2),SRP201079
SRR9267182,RNA-Seq,GCA_000001405.28,289,598171879,PRJNA548292,SAMN12017281,184657833,epithelial (HEp2),GEO,Chlamydia trachomatis - Serovar E,infected,public,"sra,bam","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX6037423,GSM3872736,6,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-21T00:00:00Z,GSM3872736,1,Epithelial cells (HEp2),SRP201079
SRR9267183,RNA-Seq,GCA_000001405.28,287,933746249,PRJNA548292,SAMN12017280,289783122,epithelial (HEp2),GEO,Chlamydia trachomatis - Serovar E,infected,public,"bam,sra","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",SRX6037424,GSM3872737,6,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-21T00:00:00Z,GSM3872737,1,Epithelial cells (HEp2),SRP201079
SRR9267184,RNA-Seq,GCA_000001405.28,285,3586300218,PRJNA548292,SAMN12017279,999717718,epithelial (HEp2),GEO,Chlamydia trachomatis - Serovar E,infected,public,"sra,bam","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",SRX6037425,GSM3872738,6,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-21T00:00:00Z,GSM3872738,1,Epithelial cells (HEp2),SRP201079
SRR9267185,RNA-Seq,GCA_000001405.28,292,845782199,PRJNA548292,SAMN12017278,269851325,epithelial (HEp2),GEO,Chlamydia trachomatis - Serovar E,infected,public,"sra,bam","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX6037426,GSM3872739,6,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-21T00:00:00Z,GSM3872739,1,Epithelial cells (HEp2),SRP201079
SRR9267186,RNA-Seq,GCA_000001405.28,286,2315819748,PRJNA548292,SAMN12017277,724256173,epithelial (HEp2),GEO,Chlamydia trachomatis - Serovar E,infected,public,"bam,sra","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",SRX6037427,GSM3872740,6,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-21T00:00:00Z,GSM3872740,1,Epithelial cells (HEp2),SRP201079
SRR9267187,RNA-Seq,GCA_000001405.28,291,2488162866,PRJNA548292,SAMN12017276,765851966,epithelial (HEp2),GEO,Chlamydia trachomatis - Serovar E,infected,public,"bam,sra","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX6037428,GSM3872741,6,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-21T00:00:00Z,GSM3872741,1,Epithelial cells (HEp2),SRP201079
SRR9267188,RNA-Seq,GCA_000001405.28,274,5046236,PRJNA548292,SAMN12017273,2519047,epithelial (HEp2),GEO,Chlamydia trachomatis - Serovar E,infected,public,"bam,sra","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",SRX6037429,GSM3872742,6,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-21T00:00:00Z,GSM3872742,1,Epithelial cells (HEp2),SRP201079
SRR9267189,RNA-Seq,GCA_000001405.28,274,5518648,PRJNA548292,SAMN12017272,2705064,epithelial (HEp2),GEO,Chlamydia trachomatis - Serovar E,infected,public,"sra,bam","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX6037430,GSM3872743,6,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-21T00:00:00Z,GSM3872743,1,Epithelial cells (HEp2),SRP201079
SRR9267190,RNA-Seq,GCA_000001405.28,285,1107337278,PRJNA548292,SAMN12017271,312562904,epithelial (HEp2),GEO,Chlamydia trachomatis - Serovar E,infected,public,"bam,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX6037431,GSM3872744,6,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-21T00:00:00Z,GSM3872744,1,Epithelial cells (HEp2),SRP201079
SRR9267191,RNA-Seq,GCA_000001405.28,292,1006682453,PRJNA548292,SAMN12017270,316286994,epithelial (HEp2),GEO,Chlamydia trachomatis - Serovar E,infected,public,"bam,sra","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX6037432,GSM3872745,6,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-21T00:00:00Z,GSM3872745,1,Epithelial cells (HEp2),SRP201079
SRR9267192,RNA-Seq,GCA_000001405.28,292,1416331471,PRJNA548292,SAMN12017269,415896441,epithelial (HEp2),GEO,Chlamydia trachomatis - Serovar E,infected,public,"bam,sra","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX6037433,GSM3872746,6,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-21T00:00:00Z,GSM3872746,1,Epithelial cells (HEp2),SRP201079
SRR9267193,RNA-Seq,GCA_000001405.28,285,1136715361,PRJNA548292,SAMN12017275,351239744,epithelial (HEp2),GEO,Chlamydia trachomatis - Serovar E,infected,public,"sra,bam","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",SRX6037434,GSM3872747,6,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-21T00:00:00Z,GSM3872747,1,Epithelial cells (HEp2),SRP201079
SRR9267194,RNA-Seq,GCA_000001405.28,280,1306863613,PRJNA548292,SAMN12017274,329180048,epithelial (HEp2),GEO,Chlamydia trachomatis - Serovar E,infected,public,"sra,bam","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",SRX6037435,GSM3872748,6,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-21T00:00:00Z,GSM3872748,2,Epithelial cells (HEp2),SRP201079
SRR9267195,RNA-Seq,GCA_000001405.28,286,1016576166,PRJNA548292,SAMN12017268,272268296,epithelial (HEp2),GEO,Chlamydia trachomatis - Serovar E,infected,public,"sra,bam","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6037436,GSM3872749,6,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-21T00:00:00Z,GSM3872749,2,Epithelial cells (HEp2),SRP201079
SRR9267196,RNA-Seq,GCA_000001405.28,293,1472358199,PRJNA548292,SAMN12017267,396115505,epithelial (HEp2),GEO,Chlamydia trachomatis - Serovar E,infected,public,"sra,bam","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",SRX6037437,GSM3872750,6,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-21T00:00:00Z,GSM3872750,2,Epithelial cells (HEp2),SRP201079
SRR9267197,RNA-Seq,GCA_000001405.28,287,1127887874,PRJNA548292,SAMN12017266,282134720,epithelial (HEp2),GEO,Chlamydia trachomatis - Serovar E,infected,public,"bam,sra","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX6037438,GSM3872751,6,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-21T00:00:00Z,GSM3872751,2,Epithelial cells (HEp2),SRP201079
SRR9267198,RNA-Seq,GCA_000001405.28,298,1284563315,PRJNA548292,SAMN12017209,378059745,epithelial (HEp2),GEO,Chlamydia trachomatis - Serovar E,infected,public,"bam,sra","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",SRX6037439,GSM3872752,6,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-21T00:00:00Z,GSM3872752,2,Epithelial cells (HEp2),SRP201079
SRR9267199,RNA-Seq,GCA_000001405.28,298,1137559224,PRJNA548292,SAMN12017208,333557483,epithelial (HEp2),GEO,Chlamydia trachomatis - Serovar E,infected,public,"sra,bam","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX6037440,GSM3872753,6,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-21T00:00:00Z,GSM3872753,2,Epithelial cells (HEp2),SRP201079
SRR9267200,RNA-Seq,GCA_000001405.28,295,1196320047,PRJNA548292,SAMN12017207,323566272,epithelial (HEp2),GEO,Chlamydia trachomatis - Serovar E,infected,public,"sra,bam","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX6037441,GSM3872754,6,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-21T00:00:00Z,GSM3872754,2,Epithelial cells (HEp2),SRP201079
SRR9267201,RNA-Seq,GCA_000001405.28,298,1104254279,PRJNA548292,SAMN12017206,326839087,epithelial (HEp2),GEO,Chlamydia trachomatis - Serovar E,infected,public,"sra,bam","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",SRX6037442,GSM3872755,6,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-21T00:00:00Z,GSM3872755,2,Epithelial cells (HEp2),SRP201079
SRR9267202,RNA-Seq,GCA_000001405.28,294,1314503296,PRJNA548292,SAMN12017205,341935129,epithelial (HEp2),GEO,Chlamydia trachomatis - Serovar E,infected,public,"bam,sra","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",SRX6037443,GSM3872756,6,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-21T00:00:00Z,GSM3872756,2,Epithelial cells (HEp2),SRP201079
SRR9267203,RNA-Seq,GCA_000001405.28,298,1088291483,PRJNA548292,SAMN12017204,314571670,epithelial (HEp2),GEO,Chlamydia trachomatis - Serovar E,infected,public,"sra,bam","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX6037444,GSM3872757,6,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-21T00:00:00Z,GSM3872757,2,Epithelial cells (HEp2),SRP201079
SRR9267204,RNA-Seq,GCA_000001405.28,295,1302120756,PRJNA548292,SAMN12017203,357157752,epithelial (HEp2),GEO,Chlamydia trachomatis - Serovar E,infected,public,"bam,sra","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",SRX6037445,GSM3872758,6,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-21T00:00:00Z,GSM3872758,2,Epithelial cells (HEp2),SRP201079
SRR9267205,RNA-Seq,GCA_000001405.28,297,988463364,PRJNA548292,SAMN12017318,288809341,epithelial (HEp2),GEO,Chlamydia trachomatis - Serovar E,infected,public,"bam,sra","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",SRX6037446,GSM3872759,6,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-21T00:00:00Z,GSM3872759,2,Epithelial cells (HEp2),SRP201079
SRR9267206,RNA-Seq,GCA_000001405.28,292,1176004702,PRJNA548292,SAMN12017317,311474609,epithelial (HEp2),GEO,Chlamydia trachomatis - Serovar E,infected,public,"bam,sra","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX6037447,GSM3872760,6,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-21T00:00:00Z,GSM3872760,2,Epithelial cells (HEp2),SRP201079
SRR9267207,RNA-Seq,GCA_000001405.28,296,1095931362,PRJNA548292,SAMN12017316,307710793,epithelial (HEp2),GEO,Chlamydia trachomatis - Serovar E,infected,public,"bam,sra","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",SRX6037448,GSM3872761,6,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-21T00:00:00Z,GSM3872761,2,Epithelial cells (HEp2),SRP201079
SRR9267208,RNA-Seq,GCA_000001405.28,299,632455844,PRJNA548292,SAMN12017315,207736858,epithelial (HEp2),GEO,Chlamydia trachomatis - Serovar E,infected,public,"bam,sra","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",SRX6037449,GSM3872762,6,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-21T00:00:00Z,GSM3872762,2,Epithelial cells (HEp2),SRP201079
SRR9267209,RNA-Seq,GCA_000001405.28,293,1115443878,PRJNA548292,SAMN12017314,292016216,epithelial (HEp2),GEO,Chlamydia trachomatis - Serovar E,infected,public,"bam,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX6037450,GSM3872763,6,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-21T00:00:00Z,GSM3872763,2,Epithelial cells (HEp2),SRP201079
SRR9267210,RNA-Seq,GCA_000001405.28,293,1305103373,PRJNA548292,SAMN12017313,362478899,epithelial (HEp2),GEO,Chlamydia trachomatis - Serovar E,infected,public,"bam,sra","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX6037451,GSM3872764,6,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-21T00:00:00Z,GSM3872764,3,Epithelial cells (HEp2),SRP201079
SRR9267211,RNA-Seq,GCA_000001405.28,297,1181920752,PRJNA548292,SAMN12017312,363876410,epithelial (HEp2),GEO,Chlamydia trachomatis - Serovar E,infected,public,"sra,bam","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX6037452,GSM3872765,6,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-21T00:00:00Z,GSM3872765,3,Epithelial cells (HEp2),SRP201079
SRR9267212,RNA-Seq,GCA_000001405.28,283,890817991,PRJNA548292,SAMN12017311,235316928,epithelial (HEp2),GEO,Chlamydia trachomatis - Serovar E,infected,public,"sra,bam","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX6037453,GSM3872766,6,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-21T00:00:00Z,GSM3872766,3,Epithelial cells (HEp2),SRP201079
SRR9267213,RNA-Seq,GCA_000001405.28,297,898517763,PRJNA548292,SAMN12017310,297539521,epithelial (HEp2),GEO,Chlamydia trachomatis - Serovar E,infected,public,"bam,sra","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX6037454,GSM3872767,6,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-21T00:00:00Z,GSM3872767,3,Epithelial cells (HEp2),SRP201079
